name,rank,trait,trait_value,trait_prob
vexillum granosum,species,thermal_tolerance_range,2.5-5C,1
vexillum plicarium,species,thermal_tolerance_range,2.5-5C,1
vexillum polygonum,species,thermal_tolerance_range,2.5-5C,1
terebra anilis,species,thermal_tolerance_range,2.5-5C,1
conus monachus,species,thermal_tolerance_range,2.5-5C,1
conus parius,species,thermal_tolerance_range,0-2.5C,1
conus planorbis,species,thermal_tolerance_range,2.5-5C,1
conus spectrum,species,thermal_tolerance_range,2.5-5C,1
conus stercusmuscarum,species,thermal_tolerance_range,0-2.5C,1
conus viola,species,thermal_tolerance_range,2.5-5C,1
atys cylindricus,species,thermal_tolerance_range,2.5-5C,1
malleus anatinus,species,thermal_tolerance_range,5-7.5C,1
laevichlamys squamosa,species,thermal_tolerance_range,2.5-5C,1
laevichlamys limatula,species,thermal_tolerance_range,2.5-5C,1
semipallium fulvicostatum,species,thermal_tolerance_range,2.5-5C,1
chama brassica,species,thermal_tolerance_range,5-7.5C,1
acrosterigma cygnorum,species,thermal_tolerance_range,2.5-5C,1
fulvia aperta,species,thermal_tolerance_range,5-7.5C,1
acropora spathulata,species,thermal_tolerance_range,2.5-5C,1
porites monticulosa,species,thermal_tolerance_range,2.5-5C,1
glycymeris albolineata,species,thermal_tolerance_range,5-7.5C,1
hydrophis macdowelli,species,thermal_tolerance_range,2.5-5C,1
amphiroa foliacea,species,thermal_tolerance_range,2.5-5C,1
pneophyllum fragile,species,thermal_tolerance_range,>15C,1
plocamium cartilagineum,species,thermal_tolerance_range,10-15C,1
sargassum oligocystum,species,thermal_tolerance_range,5-7.5C,1
euptilota articulata,species,thermal_tolerance_range,7.5-10C,1
hormosira banksii,species,thermal_tolerance_range,5-7.5C,1
leveillea jungermannioides,species,thermal_tolerance_range,5-7.5C,1
balliella crouanioides,species,thermal_tolerance_range,7.5-10C,1
gelidium pusillum,species,thermal_tolerance_range,>15C,1
chlorodesmis fastigiata,species,thermal_tolerance_range,2.5-5C,1
durvillaea willana,species,thermal_tolerance_range,2.5-5C,1
iridaea cordata,species,thermal_tolerance_range,10-15C,1
ceramium virgatum,species,thermal_tolerance_range,7.5-10C,1
laurencia majuscula,species,thermal_tolerance_range,2.5-5C,1
xiphophora chondrophylla,species,thermal_tolerance_range,5-7.5C,1
dictyota intermedia,species,thermal_tolerance_range,5-7.5C,1
caulerpa brachypus,species,thermal_tolerance_range,5-7.5C,1
vanvoorstia spectabilis,species,thermal_tolerance_range,2.5-5C,1
hormophysa cuneiformis,species,thermal_tolerance_range,5-7.5C,1
grateloupia filicina,species,thermal_tolerance_range,>15C,1
caulerpa flexilis,species,thermal_tolerance_range,5-7.5C,1
phyllophora antarctica,species,thermal_tolerance_range,0-2.5C,1
bryopsis hypnoides,species,thermal_tolerance_range,>15C,1
aglaothamnion halliae,species,thermal_tolerance_range,5-7.5C,1
acetabularia major,species,thermal_tolerance_range,2.5-5C,1
avrainvillea erecta,species,thermal_tolerance_range,2.5-5C,1
corallina officinalis,species,thermal_tolerance_range,10-15C,1
landsburgia quercifolia,species,thermal_tolerance_range,5-7.5C,1
solieria chordalis,species,thermal_tolerance_range,10-15C,1
marginariella boryana,species,thermal_tolerance_range,7.5-10C,1
ulva intestinalis,species,thermal_tolerance_range,>15C,1
chondrus crispus,species,thermal_tolerance_range,5-7.5C,1
eucheuma arnoldii,species,thermal_tolerance_range,5-7.5C,1
rhizoclonium riparium,species,thermal_tolerance_range,>15C,1
derbesia marina,species,thermal_tolerance_range,>15C,1
fucus serratus,species,thermal_tolerance_range,5-7.5C,1
udotea argentea,species,thermal_tolerance_range,5-7.5C,1
pterocladia lucida,species,thermal_tolerance_range,5-7.5C,1
halimeda macroloba,species,thermal_tolerance_range,2.5-5C,1
lessonia fuscescens,species,thermal_tolerance_range,10-15C,1
sargassum sinclairii,species,thermal_tolerance_range,5-7.5C,1
grateloupia doryphora,species,thermal_tolerance_range,>15C,1
caulerpa nummularia,species,thermal_tolerance_range,2.5-5C,1
ecklonia radiata,species,thermal_tolerance_range,7.5-10C,1
sargassum turbinarioides,species,thermal_tolerance_range,2.5-5C,1
zonaria turneriana,species,thermal_tolerance_range,7.5-10C,1
padina australis,species,thermal_tolerance_range,2.5-5C,1
sargassum crassifolium,species,thermal_tolerance_range,5-7.5C,1
durvillaea antarctica,species,thermal_tolerance_range,10-15C,1
halymenia durvillei,species,thermal_tolerance_range,2.5-5C,1
halimeda cuneata,species,thermal_tolerance_range,5-7.5C,1
ulva compressa,species,thermal_tolerance_range,10-15C,1
carpophyllum plumosum,species,thermal_tolerance_range,2.5-5C,1
lessonia variegata,species,thermal_tolerance_range,5-7.5C,1
euptilota fergusonii,species,thermal_tolerance_range,2.5-5C,1
macrocystis pyrifera,species,thermal_tolerance_range,10-15C,1
melanamansia glomerata,species,thermal_tolerance_range,2.5-5C,1
hypnea boergesenii,species,thermal_tolerance_range,7.5-10C,1
gracilaria arcuata,species,thermal_tolerance_range,5-7.5C,1
sargassum cristaefolium,species,thermal_tolerance_range,2.5-5C,1
catenella caespitosa,species,thermal_tolerance_range,>15C,1
erythrotrichia carnea,species,thermal_tolerance_range,>15C,1
pikea californica,species,thermal_tolerance_range,7.5-10C,1
ulva lactuca,species,thermal_tolerance_range,>15C,1
monostroma hariotii,species,thermal_tolerance_range,2.5-5C,1
ballia callitricha,species,thermal_tolerance_range,>15C,1
martensia elegans,species,thermal_tolerance_range,5-7.5C,1
bryopsis plumosa,species,thermal_tolerance_range,>15C,1
ascoseira mirabilis,species,thermal_tolerance_range,0-2.5C,1
coscinodiscus wailesii,species,thermal_tolerance_range,5-7.5C,1
nothogenia fastigiata,species,thermal_tolerance_range,10-15C,1
caulerpa brownii,species,thermal_tolerance_range,2.5-5C,1
bornetella oligospora,species,thermal_tolerance_range,2.5-5C,1
desmarestia menziesii,species,thermal_tolerance_range,0-2.5C,1
sphacelaria rigidula,species,thermal_tolerance_range,>15C,1
polysiphonia denudata,species,thermal_tolerance_range,>15C,1
turbinaria conoides,species,thermal_tolerance_range,2.5-5C,1
palmaria decipiens,species,thermal_tolerance_range,2.5-5C,1
carpophyllum maschalocarpum,species,thermal_tolerance_range,2.5-5C,1
eucheuma denticulatum,species,thermal_tolerance_range,5-7.5C,1
titanoderma pustulatum,species,thermal_tolerance_range,2.5-5C,1
semiricinula turbinoides,species,thermal_tolerance_range,2.5-5C,1
chicoreus palmarosae,species,thermal_tolerance_range,5-7.5C,1
chicoreus strigatus,species,thermal_tolerance_range,5-7.5C,1
chicoreus territus,species,thermal_tolerance_range,2.5-5C,1
gracilaria salicornia,species,thermal_tolerance_range,2.5-5C,1
delisea pulchra,species,thermal_tolerance_range,5-7.5C,1
asparagopsis armata,species,thermal_tolerance_range,5-7.5C,1
hydropuntia edulis,species,thermal_tolerance_range,5-7.5C,1
carpophyllum flexuosum,species,thermal_tolerance_range,5-7.5C,1
callophyllis variegata,species,thermal_tolerance_range,>15C,1
ceramium cingulatum,species,thermal_tolerance_range,7.5-10C,1
caulerpa lentillifera,species,thermal_tolerance_range,5-7.5C,1
adenocystis utricularis,species,thermal_tolerance_range,>15C,1
cystophora retroflexa,species,thermal_tolerance_range,7.5-10C,1
valonia fastigiata,species,thermal_tolerance_range,2.5-5C,1
halymenia dilatata,species,thermal_tolerance_range,2.5-5C,1
hydrolithon reinboldii,species,thermal_tolerance_range,2.5-5C,1
utriculidium durvillei,species,thermal_tolerance_range,10-15C,1
alpheus panamensis,species,thermal_tolerance_range,5-7.5C,1
alpheus felgenhaueri,species,thermal_tolerance_range,2.5-5C,1
alpheus rostratus,species,thermal_tolerance_range,2.5-5C,1
amphilectus fucorum,species,thermal_tolerance_range,2.5-5C,1
alpheus hebes,species,thermal_tolerance_range,2.5-5C,1
alpheus longinquus,species,thermal_tolerance_range,2.5-5C,1
harpiosquilla japonica,species,thermal_tolerance_range,7.5-10C,1
entacmaea quadricolor,species,thermal_tolerance_range,5-7.5C,1
ammotrypane aulogaster,species,thermal_tolerance_range,10-15C,1
annella mollis,species,thermal_tolerance_range,2.5-5C,1
ctenocella pectinata,species,thermal_tolerance_range,2.5-5C,1
plakinastrella mammillaris,species,thermal_tolerance_range,7.5-10C,1
cinachyra barbata,species,thermal_tolerance_range,>15C,1
cinachyrella australiensis,species,thermal_tolerance_range,2.5-5C,1
craniella simillima,species,thermal_tolerance_range,0-2.5C,1
samus anonymus,species,thermal_tolerance_range,0-2.5C,1
tetilla dactyloidea,species,thermal_tolerance_range,0-2.5C,1
ecionemia acervus,species,thermal_tolerance_range,5-7.5C,1
disyringa dissimilis,species,thermal_tolerance_range,2.5-5C,1
penares schulzei,species,thermal_tolerance_range,2.5-5C,1
rhabdastrella globostellata,species,thermal_tolerance_range,2.5-5C,1
stelletta cavernosa,species,thermal_tolerance_range,0-2.5C,1
stelletta herdmani,species,thermal_tolerance_range,5-7.5C,1
stelletta maxima,species,thermal_tolerance_range,10-15C,1
siphonaria japonica,species,thermal_tolerance_range,5-7.5C,1
thais clavigera,species,thermal_tolerance_range,10-15C,1
thais luteostoma,species,thermal_tolerance_range,7.5-10C,1
lissosabinea indica,species,thermal_tolerance_range,10-15C,1
parapontocaris aspera,species,thermal_tolerance_range,>15C,1
micippa platipes,species,thermal_tolerance_range,5-7.5C,1
thalamita prymna,species,thermal_tolerance_range,5-7.5C,1
atergatis integerrimus,species,thermal_tolerance_range,7.5-10C,1
clanculus pharaonius,species,thermal_tolerance_range,5-7.5C,1
parapontocaris levigata,species,thermal_tolerance_range,>15C,1
philocheras incisus,species,thermal_tolerance_range,5-7.5C,1
philocheras japonicus,species,thermal_tolerance_range,7.5-10C,1
pontocaris major,species,thermal_tolerance_range,0-2.5C,1
jaspis stellifera,species,thermal_tolerance_range,10-15C,1
erylus lendenfeldi,species,thermal_tolerance_range,5-7.5C,1
cuapetes grandis,species,thermal_tolerance_range,2.5-5C,1
plesionika indica,species,thermal_tolerance_range,>15C,1
poecillastra tenuilaminaris,species,thermal_tolerance_range,0-2.5C,1
rapana bezoar,species,thermal_tolerance_range,7.5-10C,1
chondrilla australiensis,species,thermal_tolerance_range,10-15C,1
calcinus pulcher,species,thermal_tolerance_range,2.5-5C,1
circenita callipyga,species,thermal_tolerance_range,2.5-5C,1
solen strictus,species,thermal_tolerance_range,5-7.5C,1
cliona ensifera,species,thermal_tolerance_range,0-2.5C,1
cliona orientalis,species,thermal_tolerance_range,5-7.5C,1
cliothosa quadrata,species,thermal_tolerance_range,0-2.5C,1
cliothosa hancocki,species,thermal_tolerance_range,7.5-10C,1
diacarnus spinipoculum,species,thermal_tolerance_range,2.5-5C,1
cliothosa aurivillii,species,thermal_tolerance_range,0-2.5C,1
spheciospongia inconstans,species,thermal_tolerance_range,2.5-5C,1
spheciospongia purpurea,species,thermal_tolerance_range,0-2.5C,1
octolasmis cor,species,thermal_tolerance_range,5-7.5C,1
trilasmis eburnea,species,thermal_tolerance_range,10-15C,1
clathria toxifera,species,thermal_tolerance_range,0-2.5C,1
clathria vulpina,species,thermal_tolerance_range,2.5-5C,1
spheciospongia vagabunda,species,thermal_tolerance_range,5-7.5C,1
polycheles coccifer,species,thermal_tolerance_range,2.5-5C,1
aaptos suberitoides,species,thermal_tolerance_range,0-2.5C,1
cliona patera,species,thermal_tolerance_range,0-2.5C,1
clibanarius eurysternus,species,thermal_tolerance_range,2.5-5C,1
clibanarius longitarsus,species,thermal_tolerance_range,5-7.5C,1
tethya ingalli,species,thermal_tolerance_range,0-2.5C,1
tethya japonica,species,thermal_tolerance_range,2.5-5C,1
tethya robusta,species,thermal_tolerance_range,5-7.5C,1
xenospongia patelliformis,species,thermal_tolerance_range,2.5-5C,1
dardanus dearmatus,species,thermal_tolerance_range,0-2.5C,1
dardanus tinctor,species,thermal_tolerance_range,2.5-5C,1
diogenes pallescens,species,thermal_tolerance_range,5-7.5C,1
theonella levior,species,thermal_tolerance_range,7.5-10C,1
theonella swinhoei,species,thermal_tolerance_range,0-2.5C,1
lophopagurus triserratus,species,thermal_tolerance_range,5-7.5C,1
nematopagurus gardineri,species,thermal_tolerance_range,7.5-10C,1
pylopaguropsis zebra,species,thermal_tolerance_range,5-7.5C,1
spiropagurus spiriger,species,thermal_tolerance_range,7.5-10C,1
agelas ceylonica,species,thermal_tolerance_range,2.5-5C,1
agelas mauritiana,species,thermal_tolerance_range,5-7.5C,1
zyzzya fuliginosa,species,thermal_tolerance_range,2.5-5C,1
clathria basilana,species,thermal_tolerance_range,0-2.5C,1
retrotapes exalbidus,species,thermal_tolerance_range,7.5-10C,1
clathria eccentrica,species,thermal_tolerance_range,2.5-5C,1
clathria aceratoobtusa,species,thermal_tolerance_range,2.5-5C,1
cyrtomaia murrayi,species,thermal_tolerance_range,10-15C,1
cyrtomaia horrida,species,thermal_tolerance_range,2.5-5C,1
clathria abietina,species,thermal_tolerance_range,2.5-5C,1
clathria lendenfeldi,species,thermal_tolerance_range,2.5-5C,1
gammaropsis togoensis,species,thermal_tolerance_range,2.5-5C,1
clathria reinwardti,species,thermal_tolerance_range,2.5-5C,1
heteralepas japonica,species,thermal_tolerance_range,10-15C,1
paralepas morula,species,thermal_tolerance_range,7.5-10C,1
lithotrya valentiana,species,thermal_tolerance_range,7.5-10C,1
clathria tuberosa,species,thermal_tolerance_range,0-2.5C,1
weltnerium poculum,species,thermal_tolerance_range,>15C,1
amigdoscalpellum elegans,species,thermal_tolerance_range,>15C,1
newmaniverruca albatrossiana,species,thermal_tolerance_range,>15C,1
echinochalina intermedia,species,thermal_tolerance_range,2.5-5C,1
pachylasma scutistriata,species,thermal_tolerance_range,>15C,1
axechina raspailioides,species,thermal_tolerance_range,0-2.5C,1
biemna tubulata,species,thermal_tolerance_range,2.5-5C,1
neofibularia irata,species,thermal_tolerance_range,2.5-5C,1
mycale crassissima,species,thermal_tolerance_range,2.5-5C,1
echinodictyum asperum,species,thermal_tolerance_range,2.5-5C,1
echinodictyum cancellatum,species,thermal_tolerance_range,0-2.5C,1
echinodictyum conulosum,species,thermal_tolerance_range,5-7.5C,1
latreillopsis bispinosa,species,thermal_tolerance_range,5-7.5C,1
microeuraphia withersi,species,thermal_tolerance_range,2.5-5C,1
lamoha murotoensis,species,thermal_tolerance_range,7.5-10C,1
homolomannia sibogae,species,thermal_tolerance_range,>15C,1
echinodictyum mesenterinum,species,thermal_tolerance_range,5-7.5C,1
ectyoplasia tabula,species,thermal_tolerance_range,2.5-5C,1
raspailia vestigifera,species,thermal_tolerance_range,7.5-10C,1
trikentrion flabelliforme,species,thermal_tolerance_range,2.5-5C,1
coelosphaera navicelligera,species,thermal_tolerance_range,0-2.5C,1
armatobalanus allium,species,thermal_tolerance_range,7.5-10C,1
armatobalanus cepa,species,thermal_tolerance_range,10-15C,1
solidobalanus ciliatus,species,thermal_tolerance_range,10-15C,1
conopea calceolus,species,thermal_tolerance_range,10-15C,1
conopea cymbiformis,species,thermal_tolerance_range,7.5-10C,1
megaciella pilosa,species,thermal_tolerance_range,0-2.5C,1
acasta japonica,species,thermal_tolerance_range,10-15C,1
acasta sulcata,species,thermal_tolerance_range,7.5-10C,1
iotrochota baculifera,species,thermal_tolerance_range,5-7.5C,1
euacasta dofleini,species,thermal_tolerance_range,10-15C,1
iotrochota purpurea,species,thermal_tolerance_range,0-2.5C,1
neoacasta laevigata,species,thermal_tolerance_range,5-7.5C,1
pectinoacasta pectinipes,species,thermal_tolerance_range,5-7.5C,1
cantellius secundus,species,thermal_tolerance_range,5-7.5C,1
nobia grandis,species,thermal_tolerance_range,7.5-10C,1
pyrgoma cancellatum,species,thermal_tolerance_range,7.5-10C,1
alox ornatum,species,thermal_tolerance_range,10-15C,1
arcania cornuta,species,thermal_tolerance_range,2.5-5C,1
arcania elongata,species,thermal_tolerance_range,5-7.5C,1
arcania gracilis,species,thermal_tolerance_range,2.5-5C,1
arcania septemspinosa,species,thermal_tolerance_range,2.5-5C,1
arcania undecimspinosa,species,thermal_tolerance_range,10-15C,1
iphiculus spongiosus,species,thermal_tolerance_range,2.5-5C,1
myxilla mollis,species,thermal_tolerance_range,5-7.5C,1
tedania massa,species,thermal_tolerance_range,0-2.5C,1
clypeomorus pellucida,species,thermal_tolerance_range,2.5-5C,1
clypeomorus purpurastoma,species,thermal_tolerance_range,2.5-5C,1
electroma ovata,species,thermal_tolerance_range,2.5-5C,1
leucosia craniolaris,species,thermal_tolerance_range,5-7.5C,1
biemna fortis,species,thermal_tolerance_range,0-2.5C,1
biemna trirhaphis,species,thermal_tolerance_range,0-2.5C,1
glycera lancadivae,species,thermal_tolerance_range,5-7.5C,1
cantharidus purpureus,species,thermal_tolerance_range,5-7.5C,1
asterodiscides truncatus,species,thermal_tolerance_range,2.5-5C,1
coscinasterias muricata,species,thermal_tolerance_range,7.5-10C,1
astrostole scabra,species,thermal_tolerance_range,5-7.5C,1
guinusia chabrus,species,thermal_tolerance_range,5-7.5C,1
callianassa joculatrix,species,thermal_tolerance_range,2.5-5C,1
callianassa modesta,species,thermal_tolerance_range,2.5-5C,1
eudoxochiton nobilis,species,thermal_tolerance_range,5-7.5C,1
pseudoboletia indiana,species,thermal_tolerance_range,5-7.5C,1
astrobrachion constrictum,species,thermal_tolerance_range,10-15C,1
rhinella marina,species,thermal_tolerance_range,2.5-5C,1
odontaster validus,species,thermal_tolerance_range,2.5-5C,1
parborlasia corrugatus,species,thermal_tolerance_range,2.5-5C,1
sterechinus neumayeri,species,thermal_tolerance_range,0-2.5C,1
rossella racovitzae,species,thermal_tolerance_range,0-2.5C,1
perknaster fuscus,species,thermal_tolerance_range,5-7.5C,1
junceella juncea,species,thermal_tolerance_range,2.5-5C,1
pagurus hirtimanus,species,thermal_tolerance_range,2.5-5C,1
acanthephyra carinata,species,thermal_tolerance_range,>15C,1
diodora singaporensis,species,thermal_tolerance_range,5-7.5C,1
luidia hardwicki,species,thermal_tolerance_range,5-7.5C,1
